0.125 0.125 0.125 0.125 0.125 
0.0159615 0 0 0.0159615 0.125 
0.00270871 0.00234693 0.0040233 0.00773784 0.132376 
0.00107731 0.00186277 0.00276225 0.00684662 0.139651 
0.000856539 0.00211889 0.00315482 0.00698513 0.147205 
0.000807598 0.00206723 0.00298698 0.00696871 0.154615 
0.000780181 0.00207526 0.0030053 0.00710018 0.162287 
0.00075603 0.00204362 0.0029624 0.00702769 0.169818 
0.000732911 0.00201348 0.0029402 0.00711957 0.177611 
0.000710534 0.00197707 0.00291132 0.0070227 0.185259 
0.000688844 0.00193984 0.00288474 0.00710215 0.193168 
0.000667817 0.00190173 0.00285741 0.00699635 0.200927 
0.000647431 0.00186368 0.00283032 0.00707226 0.208946 
0.000627668 0.0018259 0.00280314 0.00696261 0.216809 
0.000608508 0.00178861 0.00277597 0.00703771 0.224931 
0.000589934 0.00175189 0.00274879 0.00692589 0.23289 
0.000571926 0.00171579 0.00272162 0.00700103 0.241108 
0.000554467 0.00168033 0.00269447 0.00688764 0.249157 
0.000537542 0.00164553 0.00266733 0.00696305 0.257463 
0.000521133 0.00161137 0.00264022 0.00684833 0.265596 
0.000505226 0.00157786 0.00261315 0.00692406 0.273985 
0.000489804 0.00154499 0.00258613 0.00680817 0.282194 
0.000474852 0.00151276 0.00255916 0.00688421 0.290658 
0.000460357 0.00148114 0.00253226 0.00676726 0.298938 
0.000446305 0.00145013 0.00250542 0.00684357 0.307471 
0.000432681 0.00141973 0.00247866 0.00672565 0.315816 
0.000419473 0.00138992 0.00245199 0.0068022 0.324411 
0.000406669 0.00136068 0.0024254 0.00668341 0.332815 
0.000394255 0.00133203 0.00239891 0.00676017 0.341468 
0.00038222 0.00130393 0.00237253 0.00664058 0.349925 
0.000370553 0.00127639 0.00234625 0.0067175 0.358628 
0.000359242 0.00124939 0.00232008 0.0065972 0.367133 
0.000348276 0.00122292 0.00229404 0.00667426 0.375882 
0.000337644 0.00119698 0.00226812 0.00655332 0.384429 
0.000327338 0.00117156 0.00224233 0.00663048 0.393219 
0.000317346 0.00114664 0.00221668 0.00650897 0.401803 
0.000307658 0.00112222 0.00219116 0.0065862 0.410629 
0.000298267 0.00109829 0.00216579 0.00646419 0.419245 
0.000289162 0.00107484 0.00214056 0.00654145 0.428101 
0.000280336 0.00105186 0.00211549 0.00641902 0.436745 
0.000271778 0.00102934 0.00209057 0.00649629 0.445627 
0.000263482 0.00100728 0.0020658 0.00637349 0.454294 
0.000255439 0.000985668 0.0020412 0.00645073 0.463197 
0.000247642 0.000964491 0.00201676 0.00632764 0.471882 
0.000240083 0.000943745 0.00199249 0.00640481 0.480802 
0.000232754 0.000923421 0.00196839 0.00628148 0.489502 
0.000225649 0.000903512 0.00194446 0.00635857 0.498434 
0.000218761 0.00088401 0.00192071 0.00623505 0.507145 
0.000212083 0.000864908 0.00189714 0.00631203 0.516086 
0.000205609 0.000846197 0.00187374 0.00618838 0.524803 
0.000199333 0.000827871 0.00185053 0.00626521 0.533749 
0.000193248 0.000809923 0.00182749 0.00614148 0.542469 
0.000187349 0.000792345 0.00180465 0.00621816 0.551415 
0.000181631 0.00077513 0.00178199 0.0060944 0.560134 
0.000176086 0.000758272 0.00175951 0.00617088 0.569078 
0.000170711 0.000741764 0.00173723 0.00604714 0.577793 
0.0001655 0.000725598 0.00171514 0.00612341 0.58673 
0.000160448 0.000709769 0.00169324 0.00599974 0.595438 
0.00015555 0.00069427 0.00167153 0.00607577 0.604366 
0.000150802 0.000679094 0.00165002 0.00595221 0.613063 
0.000146199 0.000664236 0.0016287 0.00602798 0.621979 
0.000141736 0.000649689 0.00160757 0.00590457 0.630662 
0.00013741 0.000635447 0.00158664 0.00598007 0.639562 
0.000133215 0.000621505 0.00156591 0.00585684 0.648229 
0.000129149 0.000607856 0.00154537 0.00593204 0.657111 
0.000125206 0.000594494 0.00152503 0.00580905 0.665758 
0.000121384 0.000581414 0.00150489 0.00588393 0.674619 
0.000117679 0.000568611 0.00148494 0.0057612 0.683245 
0.000114087 0.000556079 0.00146519 0.00583575 0.692081 
0.000110604 0.000543812 0.00144564 0.00571332 0.700683 
0.000107228 0.000531806 0.00142629 0.00578751 0.709492 
0.000103955 0.000520054 0.00140713 0.00566542 0.718067 
0.000100782 0.000508553 0.00138817 0.00573924 0.726849 
9.77053e-05 0.000497297 0.0013694 0.00561752 0.735394 
9.47228e-05 0.000486281 0.00135084 0.00569096 0.744145 
9.18314e-05 0.0004755 0.00133246 0.00556963 0.752659 
8.90282e-05 0.00046495 0.00131428 0.00564267 0.761376 
8.63106e-05 0.000454626 0.0012963 0.00552177 0.769858 
8.36759e-05 0.000444523 0.00127851 0.00559439 0.778539 
8.11217e-05 0.000434637 0.00126092 0.00547394 0.786985 
7.86454e-05 0.000424964 0.00124351 0.00554615 0.79563 
7.62447e-05 0.000415498 0.0012263 0.00542617 0.804039 
7.39173e-05 0.000406237 0.00120928 0.00549794 0.812644 
7.1661e-05 0.000397175 0.00119246 0.00537847 0.821014 
6.94735e-05 0.000388309 0.00117582 0.00544979 0.829579 
6.73528e-05 0.000379635 0.00115937 0.00533085 0.837909 
6.52968e-05 0.000371148 0.0011431 0.0054017 0.846431 
6.33036e-05 0.000362845 0.00112703 0.00528331 0.854718 
6.13713e-05 0.000354723 0.00111114 0.00535369 0.863196 
5.94979e-05 0.000346776 0.00109543 0.00523588 0.87144 
5.76817e-05 0.000339003 0.00107991 0.00530578 0.879873 
5.5921e-05 0.000331398 0.00106457 0.00518855 0.888071 
5.42139e-05 0.000323959 0.00104941 0.00525797 0.896457 
